"","countrycode","year","scenario","gdppc","gini","urbanization"
"428","BDI",2050,"SSP3",513.8911224,40.8443691667,20.91
"429","BDI",2050,"SSP4",710.2565482,39.7017176667,45.63
"430","BDI",2050,"SSP5",2723.442967,32.7005890314,45.63
"431","BDI",2055,"SSP1",2412.498875,32.3658059019,50.96
"432","BDI",2055,"SSP2",1210.294094,35.2951425729,33.04
"433","BDI",2055,"SSP3",517.8446488,40.9283435,21.65
"434","BDI",2055,"SSP4",766.6908908,39.43192,50.96
"435","BDI",2055,"SSP5",3620.146507,31.8258705998,50.96
"436","BDI",2060,"SSP1",3083.723013,31.4721628882,56.11
"437","BDI",2060,"SSP2",1416.420567,34.1222859892,35.81
"438","BDI",2060,"SSP3",530.6748313,41.0200436667,22.29
"439","BDI",2060,"SSP4",843.3235135,38.7933076667,56.11
"440","BDI",2060,"SSP5",4874.138167,31.109321827,56.11
"441","BDI",2065,"SSP1",3966.775684,30.7558594929,60.98
"442","BDI",2065,"SSP2",1682.731192,32.9284939328,38.51
"443","BDI",2065,"SSP3",549.2596863,41.1155966667,22.83
"444","BDI",2065,"SSP4",938.7825645,37.8091948333,60.98
"445","BDI",2065,"SSP5",6572.11627,30.5223100855,60.98
"446","BDI",2070,"SSP1",5069.000054,30.1816483421,65.51
"447","BDI",2070,"SSP2",2010.447483,31.9634843165,41.12
"448","BDI",2070,"SSP3",569.7495453,41.2088705,23.28
"449","BDI",2070,"SSP4",1047.874064,36.7187326667,65.51
"450","BDI",2070,"SSP5",8754.799118,30.0413917418,65.51
"451","BDI",2075,"SSP1",6358.821319,29.7212985989,69.66
"452","BDI",2075,"SSP2",2402.766668,31.183390381,43.64
"453","BDI",2075,"SSP3",589.1604995,41.2949638333,23.66
"454","BDI",2075,"SSP4",1164.542721,35.1984697576,69.66
"455","BDI",2075,"SSP5",11384.74056,29.6473707249,69.66
"456","BDI",2080,"SSP1",7796.624067,29.3521970592,73.42
"457","BDI",2080,"SSP2",2865.419904,30.5527607017,46.03
"458","BDI",2080,"SSP3",607.9553161,41.3723798333,23.97
"459","BDI",2080,"SSP4",1289.450248,33.8286696534,73.42
"460","BDI",2080,"SSP5",14378.09472,29.3245280859,73.42
"461","BDI",2085,"SSP1",9349.306092,29.0562285756,76.78
"462","BDI",2085,"SSP2",3411.551079,30.04294396,48.3
"463","BDI",2085,"SSP3",627.4808897,41.381984,24.23
"464","BDI",2085,"SSP4",1425.297676,32.7108701643,76.78
"465","BDI",2085,"SSP5",17669.55151,29.0599914599,76.78
"466","BDI",2090,"SSP1",11008.86648,28.8188799503,79.77
"467","BDI",2090,"SSP2",4062.977037,29.6307839029,50.44
"468","BDI",2090,"SSP3",648.8690413,41.1746095,24.45
"469","BDI",2090,"SSP4",1575.705543,31.8050392239,79.77
"470","BDI",2090,"SSP5",21236.46049,28.8432189958,79.77
"471","BDI",2095,"SSP1",13056.26895,28.628522625,82.41
"472","BDI",2095,"SSP2",4838.906322,29.2975648929,52.45
"473","BDI",2095,"SSP3",672.4340711,40.9476698333,24.62
"474","BDI",2095,"SSP4",1743.234147,31.0709637653,82.41
"475","BDI",2095,"SSP5",25629.6838,28.665576952,82.41
"476","BDI",2100,"SSP1",15446.50953,28.4758384394,84.73
"477","BDI",2100,"SSP2",5749.902172,28.6587863894,54.33
"478","BDI",2100,"SSP3",697.6613924,40.6995886667,24.77
"479","BDI",2100,"SSP4",1928.748396,30.4760629091,84.73
"480","BDI",2100,"SSP5",30774.56016,28.5199939369,84.73
"481","BEL",2025,"SSP1",53631.39192,27.315109,97.8
"482","BEL",2025,"SSP2",53832.75,27.638866,97.8
"483","BEL",2025,"SSP3",35189.58266,28.466085,97.8
"484","BEL",2025,"SSP4",55022.79995,28.578449,97.8
"485","BEL",2025,"SSP5",53773.21402,27.231581,97.8
"486","BEL",2030,"SSP1",62389.35973,27.160015,97.92
"487","BEL",2030,"SSP2",62276.23248,27.713543,97.92
"488","BEL",2030,"SSP3",36087.53558,28.971661,97.92
"489","BEL",2030,"SSP4",63814.16224,29.16049,97.92
"490","BEL",2030,"SSP5",63072.63157,27.011501,97.92
"491","BEL",2035,"SSP1",70615.51429,26.894844,98.03
"492","BEL",2035,"SSP2",69979.26673,27.73856,98.03
"493","BEL",2035,"SSP3",37435.48413,29.502811,98.03
"494","BEL",2035,"SSP4",71623.80634,29.793301,98.03
"495","BEL",2035,"SSP5",72273.60135,26.655983,98.03
"496","BEL",2040,"SSP1",78003.29841,26.521208,98.13
"497","BEL",2040,"SSP2",76741.09752,27.718424,98.13
"498","BEL",2040,"SSP3",39150.08981,30.06324,98.13
"499","BEL",2040,"SSP4",78444.16796,30.458792,98.13
"500","BEL",2040,"SSP5",80918.72104,26.141769,98.13
"501","BEL",2045,"SSP1",84650.11272,26.045124,98.23
"502","BEL",2045,"SSP2",82700.40584,27.659145,98.23
"503","BEL",2045,"SSP3",41115.61185,30.6562,98.23
"504","BEL",2045,"SSP4",84578.91426,31.151442,98.23
"505","BEL",2045,"SSP5",88939.79487,25.458883,98.23
"506","BEL",2050,"SSP1",90783.12461,25.475349,98.33
"507","BEL",2050,"SSP2",88081.4981,27.567831,98.33
"508","BEL",2050,"SSP3",43259.467,31.289812,98.33
"509","BEL",2050,"SSP4",90320.09567,31.880613,98.33
"510","BEL",2050,"SSP5",96409.26595,24.598688,98.33
"511","BEL",2055,"SSP1",96746.81718,24.966988,98.41
"512","BEL",2055,"SSP2",93190.74771,27.454527,98.41
"513","BEL",2055,"SSP3",45554.05166,31.964207,98.41
"514","BEL",2055,"SSP4",95944.45693,32.647453,98.41
"515","BEL",2055,"SSP5",103686.3873,23.85556,98.41
"516","BEL",2060,"SSP1",102742.0417,24.434057,98.5
"517","BEL",2060,"SSP2",98233.29357,27.320093,98.5
"518","BEL",2060,"SSP3",47994.62259,32.670479,98.5
"519","BEL",2060,"SSP4",101624.7452,33.445927,98.5
"520","BEL",2060,"SSP5",111060.6239,23.059299,98.5
"521","BEL",2065,"SSP1",108989.3027,23.877668,98.58
"522","BEL",2065,"SSP2",103393.1302,27.166792,98.58
"523","BEL",2065,"SSP3",50581.22335,33.398899,98.58
"524","BEL",2065,"SSP4",107492.6746,34.271324,98.58
"525","BEL",2065,"SSP5",118938.2991,22.213633,98.58
"526","BEL",2070,"SSP1",115557.0817,23.298145,98.65
"527","BEL",2070,"SSP2",108634.0876,26.99688,98.65
"528","BEL",2070,"SSP3",53297.57719,34.144993,98.65
"529","BEL",2070,"SSP4",113518.078,35.123703,98.65
"530","BEL",2070,"SSP5",127356.253,21.307072,98.65
"531","BEL",2075,"SSP1",122349.3456,22.704384,98.73
"532","BEL",2075,"SSP2",113977.1398,26.814112,98.73
"533","BEL",2075,"SSP3",56129.07495,34.903694,98.73
"534","BEL",2075,"SSP4",119681.4715,35.999855,98.73
"535","BEL",2075,"SSP5",136149.6825,20.341228,98.73
"536","BEL",2080,"SSP1",129412.5231,22.10531,98.79
"537","BEL",2080,"SSP2",119524.0118,26.622154,98.79
"538","BEL",2080,"SSP3",59076.35498,35.671543,98.79
"539","BEL",2080,"SSP4",126043.8787,36.89484,98.79
"540","BEL",2080,"SSP5",145293.105,19.3255512511,98.79
"541","BEL",2085,"SSP1",136927.6588,21.503288,98.86
"542","BEL",2085,"SSP2",125368.1741,26.422756,98.86
"543","BEL",2085,"SSP3",62173.41307,36.44619,98.86
"544","BEL",2085,"SSP4",132666.5642,37.802448,98.86
"545","BEL",2085,"SSP5",154961.3641,18.4370084014,98.86
"546","BEL",2090,"SSP1",145153.4384,20.905178,98.92
"547","BEL",2090,"SSP2",131595.6828,26.2164,98.92
"548","BEL",2090,"SSP3",65473.91336,37.224354,98.92
"549","BEL",2090,"SSP4",139659.2272,38.711327,98.92
"550","BEL",2090,"SSP5",165466.5084,17.7309875819,98.92
"551","BEL",2095,"SSP1",153846.4901,20.298422,98.98
"552","BEL",2095,"SSP2",138191.5989,26.001047,98.98
"553","BEL",2095,"SSP3",68989.13141,38.003029,98.98
"554","BEL",2095,"SSP4",147047.5587,39.621723,98.98
"555","BEL",2095,"SSP5",176702.7973,17.1699956186,98.98
"556","BEL",2100,"SSP1",162961.611,19.677328,99.03
"557","BEL",2100,"SSP2",145227.1304,25.774239,99.03
"558","BEL",2100,"SSP3",72713.12326,38.780849,99.03
"559","BEL",2100,"SSP4",154973.6773,40.535423,99.03
"560","BEL",2100,"SSP5",188701.1055,16.7242410826,99.03
"561","BEN",2025,"SSP1",1585.447509,48.6633881524,56.64
"562","BEN",2025,"SSP2",1352.406703,49.3431630171,51.41
"563","BEN",2025,"SSP3",1243.653429,50.084702354,42.95
"564","BEN",2025,"SSP4",1257.633163,50.6609720923,56.64
"565","BEN",2025,"SSP5",1647.167597,48.5260375981,56.64
"566","BEN",2030,"SSP1",1906.002573,48.1478255078,60.92
"567","BEN",2030,"SSP2",1516.473636,49.2247985287,54.16
"568","BEN",2030,"SSP3",1302.47755,50.330724413,43.29
"569","BEN",2030,"SSP4",1351.43128,50.960516028,60.92
"570","BEN",2030,"SSP5",2060.041037,47.7348390209,60.92
"571","BEN",2035,"SSP1",2314.537097,47.2587095273,64.85
"572","BEN",2035,"SSP2",1711.882855,48.8304579226,56.71
"573","BEN",2035,"SSP3",1358.782863,50.5132714075,43.66
"574","BEN",2035,"SSP4",1459.502178,51.2859294575,64.85
"575","BEN",2035,"SSP5",2624.195641,46.5263894455,64.85
"576","BEN",2040,"SSP1",2832.155588,46.1096230462,68.41
"577","BEN",2040,"SSP2",1939.226894,48.3140671415,59.08
"578","BEN",2040,"SSP3",1411.673451,50.7079015516,44.04
"579","BEN",2040,"SSP4",1580.650813,51.1658001085,68.41
"580","BEN",2040,"SSP5",3380.769762,45.5687227602,68.41
"581","BEN",2045,"SSP1",3495.994685,45.0003514368,71.62
"582","BEN",2045,"SSP2",2211.094671,47.9273324105,61.26
"583","BEN",2045,"SSP3",1464.838865,50.9035578795,44.46
"584","BEN",2045,"SSP4",1718.253808,51.2910611621,71.62
"585","BEN",2045,"SSP5",4396.022215,44.3552731102,71.62
"586","BEN",2050,"SSP1",4335.004439,44.2052763625,74.51
"587","BEN",2050,"SSP2",2540.067035,47.5608464204,63.27
"588","BEN",2050,"SSP3",1520.413034,51.0988871589,44.9
"589","BEN",2050,"SSP4",1875.585892,51.5746782043,74.51
"590","BEN",2050,"SSP5",5734.100935,43.255692567,74.51
"591","BEN",2055,"SSP1",5349.083205,43.224247599,77.09
"592","BEN",2055,"SSP2",2927.980287,46.9467799087,65.12
"593","BEN",2055,"SSP3",1575.773908,51.2976292013,45.37
"594","BEN",2055,"SSP4",2050.061355,51.8235491934,77.09
"595","BEN",2055,"SSP5",7425.649384,42.3227013309,77.09
"596","BEN",2060,"SSP1",6534.802445,42.2583060628,79.4
"597","BEN",2060,"SSP2",3376.027629,46.2533541782,66.83
"598","BEN",2060,"SSP3",1630.275579,51.4686915275,45.87
"599","BEN",2060,"SSP4",2241.887225,52.0419668921,79.4
"600","BEN",2060,"SSP5",9493.764626,41.4472073611,79.4
"601","BEN",2065,"SSP1",7892.104365,41.3621892777,81.46
"602","BEN",2065,"SSP2",3891.358759,45.8406839631,68.4
"603","BEN",2065,"SSP3",1684.052853,51.5961477509,46.41
"604","BEN",2065,"SSP4",2450.315855,52.2292035049,81.46
"605","BEN",2065,"SSP5",11956.77432,40.6084072172,81.46
"606","BEN",2070,"SSP1",9425.19391,40.5533491173,83.3
"607","BEN",2070,"SSP2",4486.215063,45.1634676452,69.84
"608","BEN",2070,"SSP3",1738.507817,51.8026824992,46.98
"609","BEN",2070,"SSP4",2675.675816,52.3821620556,83.3
"610","BEN",2070,"SSP5",14825.80341,39.7928201493,83.3
"611","BEN",2075,"SSP1",11117.97313,39.8355538431,84.95
"612","BEN",2075,"SSP2",5168.666595,44.6291289042,71.18
"613","BEN",2075,"SSP3",1793.126628,52.0095691921,47.59
"614","BEN",2075,"SSP4",2915.644051,52.4967483039,84.95
"615","BEN",2075,"SSP5",18068.15693,38.9929075589,84.95
"616","BEN",2080,"SSP1",13128.57331,39.1814664508,86.42
"617","BEN",2080,"SSP2",5963.221972,44.0398080888,72.41
"618","BEN",2080,"SSP3",1848.552454,52.2135530447,48.23
"619","BEN",2080,"SSP4",3170.922209,52.5698600057,86.42
"620","BEN",2080,"SSP5",21929.84713,38.2372717426,86.42
"621","BEN",2085,"SSP1",15442.91403,38.5720368254,87.73
"622","BEN",2085,"SSP2",6887.37673,43.3939042686,73.54
"623","BEN",2085,"SSP3",1908.583169,52.4098871528,48.93
"624","BEN",2085,"SSP4",3448.720596,52.6001428532,87.73
"625","BEN",2085,"SSP5",26391.78279,37.5313098682,87.73
"626","BEN",2090,"SSP1",17976.30028,38.0001521628,88.91
"627","BEN",2090,"SSP2",7955.186953,42.7424346821,74.6
"628","BEN",2090,"SSP3",1971.67032,52.5993678131,49.66
"629","BEN",2090,"SSP4",3748.013075,52.58737967,88.91
"630","BEN",2090,"SSP5",31310.42595,36.8639539923,88.91
"631","BEN",2095,"SSP1",20577.89169,37.4611844199,89.97
"632","BEN",2095,"SSP2",9179.559168,42.1882218766,75.57
"633","BEN",2095,"SSP3",2040.809588,52.7833174584,50.45
"634","BEN",2095,"SSP4",4076.382443,52.5348119555,89.97
"635","BEN",2095,"SSP5",36563.52908,36.2190872752,89.97
"636","BEN",2100,"SSP1",23184.72847,36.939183797,90.92
"637","BEN",2100,"SSP2",10562.218,41.6372511332,76.48
"638","BEN",2100,"SSP3",2116.374372,52.9633701634,51.28
"639","BEN",2100,"SSP4",4437.068319,52.5533352145,90.92
"640","BEN",2100,"SSP5",42539.9305,35.5009644166,90.92
"641","BFA",2025,"SSP1",1079.914534,44.7040304293,45.42
"642","BFA",2025,"SSP2",874.3102256,45.5787804996,36.82
"643","BFA",2025,"SSP3",673.5588727,46.4206695959,32.39
"644","BFA",2025,"SSP4",575.6662911,47.0755840751,45.42
"645","BFA",2025,"SSP5",1124.451322,44.5146633361,45.42
"646","BFA",2030,"SSP1",1256.017242,44.1302718857,52
"647","BFA",2030,"SSP2",945.6223037,45.5408190548,40.44
"648","BFA",2030,"SSP3",637.8778095,46.7520737338,34.34
"649","BFA",2030,"SSP4",537.8385176,47.4607736671,52
"650","BFA",2030,"SSP5",1361.936285,43.6079020963,52
"651","BFA",2035,"SSP1",1475.534076,43.0474239161,58.16
"652","BFA",2035,"SSP2",1030.998651,44.9791031994,43.92
"653","BFA",2035,"SSP3",632.7355254,46.922650791,36.14
"654","BFA",2035,"SSP4",542.8397205,47.7874569596,58.16
"655","BFA",2035,"SSP5",1683.874575,42.1915776239,58.16
"656","BFA",2040,"SSP1",1771.074033,41.6470985912,63.77
"657","BFA",2040,"SSP2",1142.431655,44.2894514676,47.21
"658","BFA",2040,"SSP3",666.8079734,47.0771736151,37.77
"659","BFA",2040,"SSP4",576.3885855,47.2331190432,63.77
"660","BFA",2040,"SSP5",2141.368427,41.1855718576,63.77
"661","BFA",2045,"SSP1",2160.178364,40.3803059549,68.76
"662","BFA",2045,"SSP2",1282.539888,43.8141316307,50.29
"663","BFA",2045,"SSP3",716.6282459,47.2318603333,39.25
"664","BFA",2045,"SSP4",628.805359,47.0420634097,68.76
"665","BFA",2045,"SSP5",2774.672248,39.5534169832,68.76
"666","BFA",2050,"SSP1",2639.62435,39.6243084845,73.14
"667","BFA",2050,"SSP2",1464.651706,43.2574808893,53.16
"668","BFA",2050,"SSP3",769.7114375,47.3852642614,40.57
"669","BFA",2050,"SSP4",694.8679091,47.0863916367,73.14
"670","BFA",2050,"SSP5",3603.43435,38.1373134204,73.14
"671","BFA",2055,"SSP1",3254.109236,38.1736800744,76.94
"672","BFA",2055,"SSP2",1702.235438,42.2049588529,55.8
"673","BFA",2055,"SSP3",817.7217779,47.5435428317,41.76
"674","BFA",2055,"SSP4",772.5404442,47.1036956407,76.94
"675","BFA",2055,"SSP5",4711.105187,36.7895984944,76.94
"676","BFA",2060,"SSP1",4063.020067,36.6916177758,80.21
"677","BFA",2060,"SSP2",2007.704737,41.0600126035,58.23
"678","BFA",2060,"SSP3",862.7793715,47.6572578921,42.82
"679","BFA",2060,"SSP4",861.1504814,47.1607303629,80.21
"680","BFA",2060,"SSP5",6213.712891,35.6662019937,80.21
"681","BFA",2065,"SSP1",5119.653728,35.4083970936,83.03
"682","BFA",2065,"SSP2",2388.628958,40.3334497705,60.45
"683","BFA",2065,"SSP3",904.7321756,47.6596766559,43.76
"684","BFA",2065,"SSP4",959.789548,47.2397409724,83.03
"685","BFA",2065,"SSP5",8222.858016,34.7296294613,83.03
"686","BFA",2070,"SSP1",6448.781565,34.3530275847,85.43
"687","BFA",2070,"SSP2",2850.692905,39.0342238765,62.48
"688","BFA",2070,"SSP3",944.2776776,47.7846750532,44.59
"689","BFA",2070,"SSP4",1068.678575,47.2768948477,85.43
"690","BFA",2070,"SSP5",10811.2855,33.9486820545,85.43
"691","BFA",2075,"SSP1",8044.54462,33.5168624164,87.49
"692","BFA",2075,"SSP2",3403.196673,37.9533152368,64.34
"693","BFA",2075,"SSP3",982.1068178,47.9207180695,45.33
"694","BFA",2075,"SSP4",1189.953745,47.3454749105,87.49
"695","BFA",2075,"SSP5",13992.46067,33.2973943447,87.49
"696","BFA",2080,"SSP1",9875.516502,32.8459850708,89.26
"697","BFA",2080,"SSP2",4054.174171,36.8356003818,66.04
"698","BFA",2080,"SSP3",1017.858935,48.0644106627,45.99
"699","BFA",2080,"SSP4",1324.668371,47.3659827282,89.26
"700","BFA",2080,"SSP5",17720.4069,32.7541522491,89.26
"701","BFA",2085,"SSP1",11892.17555,32.3036743464,90.76
"702","BFA",2085,"SSP2",4815.690508,35.6759112982,67.59
"703","BFA",2085,"SSP3",1052.411148,48.225444803,46.57
"704","BFA",2085,"SSP4",1474.41285,47.3276340616,90.76
"705","BFA",2085,"SSP5",21902.62243,32.3009603836,90.76
"706","BFA",2090,"SSP1",14046.75374,31.8652218699,92.06
"707","BFA",2090,"SSP2",5697.317065,34.5369198623,69.01
"708","BFA",2090,"SSP3",1087.452626,48.432052799,47.08
"709","BFA",2090,"SSP4",1640.818537,47.2277189189,92.06
"710","BFA",2090,"SSP5",26439.92002,31.9228333897,92.06
"711","BFA",2095,"SSP1",16299.93517,31.5210534523,93.16
"712","BFA",2095,"SSP2",6742.870095,33.5547227297,70.31
"713","BFA",2095,"SSP3",1123.385652,48.6429818657,47.53
"714","BFA",2095,"SSP4",1825.022311,47.0709688094,93.16
"715","BFA",2095,"SSP5",31242.84591,31.607290148,93.16
"716","BFA",2100,"SSP1",18630.35301,31.2426884005,94.11
"717","BFA",2100,"SSP2",7981.479589,32.6696921926,71.5
"718","BFA",2100,"SSP3",1162.121138,48.8582775516,47.93
"719","BFA",2100,"SSP4",2030.297044,47.0100650568,94.11
"720","BFA",2100,"SSP5",36401.97211,31.1564175391,94.11
"721","BGD",2025,"SSP1",2367.181117,37.3188036667,43.38
"722","BGD",2025,"SSP2",2086.228677,38.108608,37.38
"723","BGD",2025,"SSP3",1896.293959,38.9386256667,31.92
"724","BGD",2025,"SSP4",1946.218297,39.204633,43.38
"725","BGD",2025,"SSP5",2457.048174,37.253004,43.38
"726","BGD",2030,"SSP1",2812.702934,36.993117,48.54
"727","BGD",2030,"SSP2",2311.445128,37.8443428333,40.45
"728","BGD",2030,"SSP3",1943.66663,39.0950938333,33.2
"729","BGD",2030,"SSP4",2050.735488,39.143741,48.54
"730","BGD",2030,"SSP5",3027.676901,36.600378098,48.54
"731","BGD",2035,"SSP1",3367.091397,36.0170501667,53.53
"732","BGD",2035,"SSP2",2582.275947,37.5186986667,43.44
"733","BGD",2035,"SSP3",1983.733636,39.23535,34.48
"734","BGD",2035,"SSP4",2163.462684,38.9879666667,53.53
"735","BGD",2035,"SSP5",3788.324912,35.062592639,53.53
"736","BGD",2040,"SSP1",4078.203185,34.6195423454,58.26
"737","BGD",2040,"SSP2",2925.838293,36.874846,46.32
"738","BGD",2040,"SSP3",2031.705393,39.3132308333,35.74
"739","BGD",2040,"SSP4",2310.303,38.7943013333,58.26
"740","BGD",2040,"SSP5",4814.328496,33.6613727593,58.26
"741","BGD",2045,"SSP1",4942.065737,33.2592837585,62.66
"742","BGD",2045,"SSP2",3339.155466,36.011187,49.08
"743","BGD",2045,"SSP3",2078.474584,39.3880441667,37
"744","BGD",2045,"SSP4",2483.534479,38.5688215,62.66
"745","BGD",2045,"SSP5",6122.876062,32.3884491833,62.66
"746","BGD",2050,"SSP1",5985.592626,32.0553453291,66.71
"747","BGD",2050,"SSP2",3828.289947,35.0227171667,51.71
"748","BGD",2050,"SSP3",2122.214219,39.4643691667,38.23
"749","BGD",2050,"SSP4",2680.20642,38.3217176667,66.71
"750","BGD",2050,"SSP5",7765.488965,31.3205890314,66.71
"751","BGD",2055,"SSP1",7220.313739,30.9858059019,70.38
"752","BGD",2055,"SSP2",4410.940256,33.915142573,54.2
"753","BGD",2055,"SSP3",2169.728239,39.5483435,39.45
"754","BGD",2055,"SSP4",2899.458686,38.05192,70.38
"755","BGD",2055,"SSP5",9775.285986,30.4458705998,70.38
"756","BGD",2060,"SSP1",8822.384224,30.0921628882,73.7
"757","BGD",2060,"SSP2",5099.462695,32.7422859893,56.53
"758","BGD",2060,"SSP3",2225.265187,39.6400436667,40.66
"759","BGD",2060,"SSP4",3141.437016,37.4133076667,73.7
"760","BGD",2060,"SSP5",12422.80799,29.7293218271,73.7
"761","BGD",2065,"SSP1",10747.09369,29.3758594929,76.67
"762","BGD",2065,"SSP2",5893.104193,31.5484939328,58.73
"763","BGD",2065,"SSP3",2287.132422,39.7355966667,41.84
"764","BGD",2065,"SSP4",3400.685921,36.4291948333,76.67
"765","BGD",2065,"SSP5",15673.05553,29.1423100855,76.67
"766","BGD",2070,"SSP1",12870.6664,28.8016483421,79.32
"767","BGD",2070,"SSP2",6792.780187,30.5834843165,60.78
"768","BGD",2070,"SSP3",2353.466593,39.8288705,42.99
"769","BGD",2070,"SSP4",3678.578293,35.3387326667,79.32
"770","BGD",2070,"SSP5",19354.18552,28.6613917418,79.32
"771","BGD",2075,"SSP1",14990.77507,28.3412985989,81.68
"772","BGD",2075,"SSP2",7815.700416,29.803390381,62.7
"773","BGD",2075,"SSP3",2428.364615,39.9149638333,44.13
"774","BGD",2075,"SSP4",3984.367993,33.8184697576,81.68
"775","BGD",2075,"SSP5",23145.22995,28.2673707249,81.68
"776","BGD",2080,"SSP1",17014.35074,27.9721970592,83.77
"777","BGD",2080,"SSP2",9108.217677,29.1727607017,64.49
"778","BGD",2080,"SSP3",2506.521972,39.9923798333,45.23
"779","BGD",2080,"SSP4",4318.593016,32.4486696534,83.77
"780","BGD",2080,"SSP5",26876.63069,27.9445280859,83.77
"781","BGD",2085,"SSP1",18931.2824,27.6762285756,85.62
"782","BGD",2085,"SSP2",10638.27976,28.66294396,66.16
"783","BGD",2085,"SSP3",2584.778807,40.001984,46.32
"784","BGD",2085,"SSP4",4677.701734,31.3308701643,85.62
"785","BGD",2085,"SSP5",30511.52803,27.6799914599,85.62
"786","BGD",2090,"SSP1",20792.17278,27.4388799503,87.26
"787","BGD",2090,"SSP2",12309.1447,28.2507839029,67.71
"788","BGD",2090,"SSP3",2662.987732,39.7946095,47.37
"789","BGD",2090,"SSP4",5060.130234,30.4250392239,87.26
"790","BGD",2090,"SSP5",34215.88135,27.4632189958,87.26
"791","BGD",2095,"SSP1",22645.48298,27.248522625,88.71
"792","BGD",2095,"SSP2",13986.12159,27.9175648929,69.16
"793","BGD",2095,"SSP3",2743.746434,39.5676698333,48.4
"794","BGD",2095,"SSP4",5472.180647,29.6909637653,88.71
"795","BGD",2095,"SSP5",38535.57666,27.285576952,88.71
"796","BGD",2100,"SSP1",24531.93424,27.0958384394,90
"797","BGD",2100,"SSP2",15623.07678,27.2787863894,70.51
"798","BGD",2100,"SSP3",2830.442643,39.3195886667,49.4
"799","BGD",2100,"SSP4",5915.246175,29.0960629091,90
"800","BGD",2100,"SSP5",43936.12003,27.1399939369,90
"801","BGR",2025,"SSP1",18832.08015,39.617226,81.73
"802","BGR",2025,"SSP2",18538.99734,40.654339,76.87
"803","BGR",2025,"SSP3",17968.08009,41.612911,73.71
"804","BGR",2025,"SSP4",17819.61302,42.709652,81.73
"805","BGR",2025,"SSP5",19301.1934,39.916225,81.73
"806","BGR",2030,"SSP1",20944.56106,40.86483,83.84
"807","BGR",2030,"SSP2",20231.13449,42.234535,78.36
"808","BGR",2030,"SSP3",19112.74233,43.383247,74.25
"809","BGR",2030,"SSP4",18903.30914,45.218185,83.84
"810","BGR",2030,"SSP5",21978.87554,41.652294,83.84
"811","BGR",2035,"SSP1",22780.83718,41.757198,85.56
"812","BGR",2035,"SSP2",21647.50171,43.504463,79.71
"813","BGR",2035,"SSP3",19901.17976,44.780796,74.72
"814","BGR",2035,"SSP4",19636.12474,47.512733,85.56
"815","BGR",2035,"SSP5",24586.64341,43.078339,85.56
"816","BGR",2040,"SSP1",24450.64115,42.209305,86.98
"817","BGR",2040,"SSP2",22959.31433,44.687096,80.94
"818","BGR",2040,"SSP3",20527.53231,46.115463,75.13
"819","BGR",2040,"SSP4",20237.72875,49.78019,86.98
"820","BGR",2040,"SSP5",27157.96123,43.867062,86.98
"821","BGR",2045,"SSP1",26064.87948,42.262047,88.18
"822","BGR",2045,"SSP2",24271.36246,45.836998,82.07
"823","BGR",2045,"SSP3",21099.39589,47.454292,75.48
"824","BGR",2045,"SSP4",20817.62187,52.060329,88.18
"825","BGR",2045,"SSP5",29744.03212,44.093208,88.18
