scenaio;countrycode;2010;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
SSP3;NPL;18.62;19.85;21.06;22.26;23.42;24.56;25.65;26.70;27.70;28.66;29.56;30.42;31.22;31.97;32.67;33.33;33.94;34.51;35.04
SSP3;NLD;82.86;84.22;85.52;86.75;87.91;89.00;90.02;90.97;91.84;92.65;93.39;94.06;94.68;95.24;95.75;96.20;96.62;96.99;97.32
SSP3;NZL;86.20;87.36;88.36;89.21;89.95;90.60;91.17;91.68;92.13;92.54;92.91;93.24;93.54;93.82;94.08;94.32;94.53;94.74;94.92
SSP3;NIC;57.32;58.36;59.33;60.24;61.09;61.87;62.61;63.29;63.93;64.53;65.09;65.61;66.10;66.56;66.99;67.39;67.77;68.12;68.45
SSP3;NER;17.11;18.16;19.19;20.19;21.15;22.08;22.96;23.80;24.59;25.33;26.03;26.68;27.28;27.84;28.35;28.83;29.26;29.66;30.03
SSP3;NGA;49.80;51.30;52.68;53.94;55.09;56.15;57.11;58.00;58.81;59.55;60.23;60.85;61.42;61.94;62.42;62.86;63.27;63.64;63.99
SSP3;NOR;79.41;80.41;81.47;82.58;83.73;84.92;86.12;87.32;88.52;89.68;90.80;91.87;92.86;93.78;94.62;95.37;96.04;96.63;97.15
SSP3;PSE;74.14;74.87;75.53;76.12;76.66;77.15;77.59;78.00;78.37;78.71;79.03;79.32;79.58;79.83;80.05;80.26;80.45;80.63;80.80
SSP3;OMN;73.04;73.71;74.35;74.95;75.53;76.08;76.60;77.09;77.56;78.01;78.44;78.85;79.25;79.62;79.98;80.32;80.65;80.97;81.27
SSP3;PAK;35.90;36.62;37.34;38.08;38.83;39.58;40.35;41.12;41.90;42.68;43.48;44.28;45.08;45.90;46.71;47.54;48.37;49.20;50.04
SSP3;PAN;74.80;75.92;76.88;77.70;78.41;79.03;79.57;80.04;80.46;80.83;81.16;81.45;81.71;81.94;82.15;82.33;82.50;82.65;82.79
SSP3;PNG;12.53;14.22;15.80;17.20;18.41;19.42;20.25;20.92;21.45;21.86;22.19;22.43;22.62;22.77;22.88;22.96;23.03;23.08;23.11
SSP3;PRY;61.50;63.01;64.22;65.18;65.95;66.58;67.08;67.49;67.82;68.09;68.31;68.49;68.63;68.76;68.85;68.94;69.00;69.06;69.10
SSP3;PER;76.92;77.23;77.55;77.87;78.21;78.55;78.91;79.27;79.64;80.02;80.41;80.80;81.20;81.61;82.03;82.45;82.88;83.31;83.75
SSP3;PHL;48.90;50.17;51.37;52.50;53.55;54.55;55.48;56.35;57.17;57.94;58.66;59.33;59.96;60.56;61.12;61.64;62.14;62.60;63.03
SSP3;POL;60.96;62.00;62.96;63.84;64.64;65.37;66.04;66.66;67.23;67.75;68.23;68.68;69.09;69.46;69.81;70.14;70.44;70.72;70.97
SSP3;PRT;60.70;61.75;62.71;63.59;64.40;65.15;65.83;66.46;67.04;67.58;68.08;68.54;68.96;69.36;69.72;70.06;70.38;70.67;70.94
SSP3;QAT;95.83;96.20;96.55;96.86;97.14;97.40;97.64;97.85;98.05;98.23;98.39;98.54;98.67;98.80;98.91;99.01;99.10;99.18;99.26
SSP3;KOR;82.96;84.32;85.62;86.85;88.01;89.10;90.12;91.06;91.94;92.74;93.48;94.16;94.77;95.33;95.83;96.29;96.70;97.06;97.39
SSP3;MDA;46.95;48.02;49.04;50.02;50.95;51.84;52.69;53.50;54.27;55.01;55.71;56.38;57.01;57.62;58.20;58.74;59.27;59.77;60.24
SSP3;ROU;57.47;58.51;59.48;60.39;61.23;62.02;62.76;63.44;64.08;64.68;65.24;65.76;66.25;66.71;67.13;67.54;67.91;68.27;68.60
SSP3;RUS;73.17;73.84;74.48;75.08;75.66;76.21;76.73;77.22;77.70;78.15;78.58;78.99;79.38;79.76;80.11;80.46;80.79;81.10;81.41
SSP3;RWA;18.85;20.06;21.27;22.47;23.65;24.82;25.96;27.06;28.14;29.17;30.17;31.12;32.03;32.90;33.72;34.50;35.24;35.93;36.59
SSP3;SAU;82.07;83.51;84.85;86.10;87.26;88.34;89.34;90.26;91.11;91.89;92.61;93.27;93.88;94.43;94.94;95.40;95.82;96.20;96.55
SSP3;SEN;42.38;42.77;43.17;43.61;44.06;44.55;45.06;45.61;46.18;46.79;47.44;48.12;48.85;49.61;50.42;51.28;52.18;53.13;54.14
SSP3;SRB;56.06;57.25;58.33;59.31;60.20;61.00;61.73;62.39;62.99;63.54;64.03;64.49;64.90;65.28;65.62;65.94;66.23;66.49;66.73
SSP3;SLE;38.40;39.13;39.87;40.60;41.33;42.06;42.78;43.50;44.21;44.91;45.62;46.31;47.00;47.68;48.36;49.03;49.69;50.35;51.00
SSP3;SVK;54.97;56.48;57.80;58.96;59.96;60.84;61.61;62.28;62.88;63.40;63.85;64.26;64.61;64.93;65.20;65.45;65.67;65.86;66.03
SSP3;SVN;49.51;50.67;51.78;52.84;53.85;54.81;55.72;56.59;57.41;58.19;58.94;59.64;60.31;60.95;61.56;62.13;62.68;63.20;63.70
SSP3;SOM;37.45;38.45;39.42;40.35;41.24;42.09;42.91;43.69;44.44;45.15;45.83;46.47;47.09;47.67;48.23;48.76;49.26;49.74;50.20
SSP3;ZAF;61.70;62.72;63.63;64.46;65.21;65.89;66.50;67.06;67.57;68.03;68.45;68.83;69.18;69.50;69.79;70.06;70.30;70.53;70.74
SSP3;ESP;77.40;77.71;78.03;78.36;78.70;79.05;79.41;79.78;80.15;80.54;80.93;81.34;81.75;82.17;82.59;83.02;83.46;83.90;84.34
SSP3;LKA;14.31;15.83;17.24;18.50;19.61;20.56;21.37;22.04;22.60;23.05;23.42;23.72;23.96;24.16;24.31;24.43;24.53;24.61;24.67
SSP3;SDN;40.10;40.40;40.70;41.02;41.34;41.68;42.02;42.38;42.74;43.12;43.51;43.92;44.33;44.76;45.20;45.66;46.13;46.62;47.12
SSP3;SWZ;21.37;22.46;23.56;24.67;25.79;26.91;28.03;29.15;30.27;31.37;32.47;33.55;34.61;35.66;36.69;37.71;38.70;39.66;40.61
SSP3;SWE;84.68;85.93;87.04;88.05;88.95;89.77;90.52;91.20;91.82;92.38;92.90;93.38;93.81;94.22;94.59;94.93;95.25;95.55;95.82
SSP3;CHE;73.62;74.34;74.99;75.59;76.13;76.63;77.09;77.52;77.91;78.27;78.60;78.91;79.20;79.46;79.71;79.94;80.15;80.35;80.54
SSP3;SYR;55.74;56.91;57.98;58.95;59.84;60.65;61.39;62.07;62.69;63.25;63.77;64.24;64.68;65.08;65.45;65.78;66.09;66.38;66.64
SSP3;TJK;26.32;27.01;27.73;28.48;29.28;30.11;30.99;31.90;32.87;33.88;34.95;36.07;37.24;38.48;39.78;41.14;42.57;44.07;45.64
SSP3;MKD;59.31;60.78;62.10;63.29;64.37;65.34;66.22;67.02;67.74;68.40;69.00;69.55;70.05;70.51;70.93;71.31;71.66;71.99;72.29
SSP3;THA;33.96;34.75;35.54;36.34;37.15;37.97;38.80;39.63;40.47;41.32;42.17;43.03;43.89;44.76;45.64;46.51;47.39;48.28;49.16
SSP3;TLS;28.12;29.58;31.02;32.44;33.84;35.20;36.54;37.83;39.09;40.31;41.49;42.62;43.72;44.76;45.77;46.73;47.65;48.54;49.38
SSP3;TGO;43.44;44.11;44.79;45.49;46.20;46.93;47.68;48.44;49.22;50.01;50.82;51.64;52.48;53.34;54.21;55.09;55.99;56.90;57.83
SSP3;TTO;13.88;15.23;16.56;17.84;19.05;20.19;21.24;22.20;23.07;23.85;24.54;25.16;25.70;26.17;26.58;26.94;27.26;27.53;27.76
SSP3;TUN;67.28;68.01;68.57;68.99;69.31;69.56;69.76;69.91;70.02;70.11;70.18;70.23;70.28;70.31;70.33;70.35;70.37;70.38;70.39
SSP3;TUR;69.65;70.07;70.42;70.73;70.99;71.21;71.39;71.56;71.69;71.81;71.92;72.00;72.08;72.14;72.20;72.25;72.29;72.33;72.36
SSP3;TKM;49.50;50.67;51.78;52.84;53.85;54.81;55.72;56.59;57.41;58.19;58.93;59.64;60.31;60.95;61.56;62.13;62.68;63.20;63.70
SSP3;UGA;13.30;14.81;16.26;17.59;18.80;19.87;20.80;21.60;22.28;22.85;23.32;23.71;24.03;24.29;24.51;24.68;24.82;24.94;25.03
SSP3;UKR;68.79;69.35;69.83;70.25;70.60;70.90;71.17;71.39;71.59;71.76;71.90;72.03;72.14;72.23;72.32;72.39;72.45;72.51;72.55
SSP3;ARE;84.05;85.35;86.56;87.68;88.72;89.68;90.56;91.38;92.12;92.81;93.44;94.02;94.55;95.04;95.48;95.88;96.25;96.59;96.90
SSP3;GBR;79.64;80.74;81.86;82.99;84.13;85.26;86.37;87.47;88.53;89.55;90.53;91.45;92.32;93.13;93.88;94.57;95.19;95.76;96.27
SSP3;TZA;26.38;27.06;27.77;28.51;29.30;30.12;30.98;31.89;32.85;33.86;34.92;36.03;37.21;38.44;39.74;41.11;42.55;44.05;45.64
SSP3;USA;82.29;83.72;85.06;86.31;87.48;88.56;89.56;90.48;91.33;92.11;92.83;93.49;94.09;94.64;95.14;95.60;96.01;96.39;96.74
SSP3;URY;92.48;93.00;93.48;93.94;94.36;94.76;95.12;95.47;95.79;96.09;96.37;96.63;96.87;97.10;97.31;97.50;97.68;97.85;98.00
SSP3;UZB;36.25;36.95;37.67;38.40;39.14;39.90;40.67;41.45;42.24;43.05;43.87;44.71;45.56;46.41;47.29;48.17;49.06;49.97;50.88
SSP3;VEN;93.35;94.55;95.54;96.36;97.03;97.58;98.03;98.40;98.70;98.94;99.14;99.30;99.44;99.54;99.63;99.70;99.76;99.80;99.84
SSP3;VNM;30.38;31.29;32.21;33.14;34.09;35.06;36.03;37.02;38.02;39.02;40.04;41.07;42.10;43.15;44.19;45.25;46.31;47.37;48.43
SSP3;YEM;31.80;32.88;33.94;34.99;36.03;37.06;38.07;39.07;40.05;41.00;41.94;42.86;43.76;44.64;45.50;46.34;47.15;47.94;48.72
SSP3;ZMB;35.70;36.50;37.30;38.11;38.92;39.73;40.54;41.35;42.16;42.97;43.78;44.59;45.40;46.20;47.00;47.80;48.60;49.39;50.18
SSP3;ZWE;38.25;38.89;39.54;40.18;40.83;41.47;42.12;42.77;43.42;44.07;44.72;45.37;46.03;46.68;47.33;47.97;48.62;49.27;49.91
SSP3;TON;23.43;24.69;25.91;27.07;28.18;29.22;30.20;31.12;31.98;32.77;33.51;34.20;34.83;35.41;35.94;36.43;36.88;37.29;37.66
SSP3;GRD;39.29;40.77;42.08;43.23;44.24;45.12;45.89;46.57;47.15;47.66;48.10;48.49;48.82;49.11;49.37;49.59;49.78;49.94;50.09
SSP3;ABW;46.87;48.48;49.86;51.03;52.03;52.87;53.59;54.21;54.73;55.17;55.55;55.87;56.14;56.38;56.58;56.75;56.89;57.02;57.12
SSP3;VCT;49.33;50.59;51.78;52.90;53.95;54.94;55.87;56.75;57.57;58.34;59.06;59.74;60.37;60.97;61.54;62.07;62.57;63.03;63.48
SSP3;VIR;95.27;96.51;97.48;98.22;98.75;99.13;99.40;99.59;99.72;99.81;99.87;99.91;99.94;99.96;99.97;99.98;99.99;99.99;99.99
SSP3;FSM;22.66;24.03;25.34;26.58;27.74;28.83;29.84;30.77;31.62;32.40;33.12;33.77;34.36;34.89;35.37;35.81;36.20;36.55;36.87
SSP3;STP;62.23;64.88;66.41;67.31;67.86;68.19;68.40;68.53;68.61;68.65;68.69;68.70;68.72;68.72;68.73;68.73;68.73;68.73;68.73
SSP3;LCA;27.97;29.55;31.08;32.54;33.94;35.26;36.51;37.68;38.79;39.82;40.78;41.68;42.51;43.28;43.99;44.66;45.27;45.83;46.36
SSP3;WSM;20.23;20.70;21.18;21.68;22.20;22.75;23.31;23.90;24.51;25.14;25.81;26.50;27.22;27.97;28.75;29.57;30.42;31.31;32.24
SSP3;GUM;93.17;95.46;96.44;97.00;97.36;97.61;97.80;97.94;98.05;98.14;98.22;98.28;98.33;98.37;98.41;98.44;98.47;98.49;98.51
SSP3;MYT;50.08;51.00;51.93;52.86;53.80;54.73;55.67;56.61;57.55;58.48;59.42;60.35;61.27;62.20;63.12;64.03;64.94;65.84;66.73
SSP3;GUF;76.35;76.84;77.38;77.97;78.61;79.31;80.05;80.85;81.70;82.60;83.53;84.51;85.51;86.54;87.57;88.60;89.61;90.60;91.55
SSP3;VUT;25.56;27.07;28.47;29.77;30.96;32.04;33.02;33.90;34.69;35.39;36.02;36.58;37.07;37.51;37.90;38.24;38.55;38.81;39.05
SSP3;NCL;57.36;58.94;60.26;61.36;62.28;63.05;63.70;64.25;64.71;65.11;65.44;65.72;65.96;66.17;66.34;66.49;66.62;66.73;66.82
SSP3;BRB;44.47;45.73;46.88;47.93;48.89;49.76;50.55;51.27;51.93;52.52;53.07;53.56;54.00;54.41;54.78;55.12;55.42;55.70;55.95
SSP3;PYF;51.44;52.13;52.84;53.57;54.32;55.10;55.89;56.72;57.56;58.43;59.32;60.24;61.17;62.13;63.11;64.11;65.12;66.15;67.20
SSP3;BLZ;52.25;52.70;53.20;53.75;54.37;55.04;55.79;56.62;57.53;58.53;59.62;60.83;62.14;63.56;65.11;66.77;68.55;70.43;72.41
SSP3;MDV;40.10;42.28;44.18;45.83;47.26;48.49;49.55;50.46;51.24;51.91;52.49;52.98;53.40;53.77;54.08;54.34;54.57;54.77;54.94
SSP3;ISL;93.42;95.87;96.78;97.28;97.60;97.81;97.97;98.09;98.18;98.25;98.31;98.36;98.40;98.43;98.46;98.48;98.50;98.51;98.53
SSP3;BHS;84.10;86.54;88.31;89.65;90.70;91.53;92.22;92.79;93.27;93.68;94.04;94.35;94.63;94.87;95.08;95.28;95.45;95.61;95.76
SSP3;MTQ;89.05;91.06;92.47;93.51;94.31;94.94;95.46;95.88;96.24;96.54;96.81;97.03;97.24;97.41;97.57;97.72;97.84;97.96;98.07
SSP3;BRN;75.65;76.27;76.90;77.56;78.25;78.96;79.68;80.43;81.19;81.96;82.75;83.54;84.34;85.14;85.94;86.73;87.51;88.28;89.03
SSP3;MLT;94.67;96.11;97.03;97.67;98.13;98.47;98.74;98.95;99.12;99.26;99.38;99.47;99.55;99.61;99.67;99.72;99.76;99.79;99.82
SSP3;GLP;98.41;99.62;99.75;99.81;99.85;99.88;99.90;99.92;99.93;99.94;99.95;99.95;99.96;99.96;99.97;99.97;99.97;99.98;99.98
SSP3;LUX;85.19;86.67;88.04;89.29;90.44;91.47;92.42;93.27;94.03;94.71;95.33;95.87;96.36;96.79;97.17;97.51;97.81;98.08;98.31
SSP3;CPV;61.09;62.64;63.94;65.03;65.95;66.73;67.39;67.95;68.43;68.84;69.20;69.50;69.76;69.98;70.18;70.34;70.49;70.61;70.72
SSP3;SUR;69.38;70.23;70.69;70.95;71.09;71.18;71.22;71.25;71.26;71.27;71.27;71.28;71.28;71.28;71.28;71.28;71.28;71.28;71.28
SSP3;SLB;18.55;18.88;19.23;19.59;19.97;20.37;20.79;21.22;21.69;22.17;22.68;23.22;23.79;24.38;25.02;25.69;26.39;27.14;27.94
SSP3;MAC;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
SSP3;MNE;61.46;62.95;64.17;65.18;66.02;66.72;67.31;67.79;68.21;68.55;68.84;69.09;69.30;69.48;69.63;69.75;69.86;69.95;70.03
SSP3;COM;28.19;29.75;31.20;32.55;33.77;34.89;35.91;36.83;37.65;38.39;39.06;39.65;40.18;40.65;41.07;41.45;41.78;42.07;42.33
SSP3;GNQ;39.70;41.21;42.53;43.68;44.68;45.55;46.31;46.97;47.53;48.02;48.45;48.81;49.13;49.40;49.64;49.84;50.02;50.17;50.30
SSP3;BTN;34.71;36.58;38.15;39.44;40.49;41.35;42.05;42.61;43.06;43.43;43.73;43.96;44.15;44.31;44.43;44.53;44.61;44.67;44.72
SSP3;GUY;28.60;30.16;31.63;33.03;34.33;35.55;36.69;37.74;38.71;39.60;40.42;41.17;41.86;42.49;43.06;43.59;44.06;44.50;44.90
SSP3;BHR;88.61;90.38;91.71;92.75;93.58;94.26;94.82;95.30;95.71;96.06;96.37;96.64;96.88;97.09;97.29;97.46;97.62;97.76;97.89
SSP3;REU;94.01;96.68;97.56;98.03;98.32;98.53;98.68;98.79;98.88;98.96;99.02;99.07;99.11;99.15;99.18;99.21;99.23;99.25;99.27
SSP3;FJI;51.86;52.80;53.73;54.65;55.57;56.48;57.39;58.29;59.17;60.05;60.92;61.78;62.63;63.47;64.30;65.12;65.93;66.72;67.51
SSP3;DJI;76.23;76.73;77.27;77.86;78.50;79.19;79.94;80.73;81.58;82.48;83.42;84.39;85.40;86.42;87.46;88.49;89.50;90.49;91.45
SSP3;KWT;98.38;99.61;99.74;99.81;99.85;99.88;99.90;99.92;99.93;99.94;99.95;99.95;99.96;99.96;99.97;99.97;99.97;99.98;99.98
SSP3;PRI;98.79;99.72;99.80;99.85;99.87;99.89;99.91;99.92;99.93;99.94;99.94;99.95;99.95;99.95;99.96;99.96;99.96;99.97;99.97
SSP3;SGP;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
SSP3;HKG;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00;100.00
SSP4;AFG;22.60;26.83;31.33;35.98;40.67;45.28;49.72;53.92;57.84;61.46;64.78;67.81;70.55;73.04;75.28;77.32;79.15;80.82;82.32
SSP4;ALB;51.91;56.76;61.34;65.60;69.52;73.07;76.28;79.14;81.69;83.95;85.95;87.71;89.25;90.61;91.79;92.83;93.74;94.54;95.23
SSP4;DZA;66.50;70.19;73.37;76.11;78.48;80.53;82.32;83.89;85.27;86.49;87.58;88.55;89.41;90.20;90.90;91.54;92.12;92.65;93.13
SSP4;AGO;58.50;62.50;66.40;70.13;73.66;76.95;79.98;82.72;85.18;87.36;89.28;90.94;92.38;93.61;94.65;95.54;96.29;96.92;97.44
SSP4;ARG;92.39;93.29;94.08;94.79;95.42;95.97;96.46;96.89;97.28;97.61;97.91;98.16;98.39;98.59;98.77;98.92;99.06;99.17;99.28
SSP4;ARM;64.19;68.56;72.25;75.37;78.01;80.26;82.20;83.87;85.32;86.59;87.70;88.69;89.57;90.35;91.06;91.69;92.27;92.79;93.26
SSP4;AUS;89.11;89.96;90.75;91.49;92.17;92.80;93.39;93.93;94.43;94.89;95.31;95.70;96.06;96.39;96.69;96.97;97.23;97.46;97.68
SSP4;AUT;67.55;69.28;70.92;72.49;73.99;75.41;76.76;78.04;79.26;80.41;81.50;82.53;83.51;84.43;85.30;86.13;86.91;87.64;88.34
SSP4;AZE;51.93;56.37;60.56;64.47;68.07;71.36;74.36;77.07;79.51;81.69;83.66;85.41;86.98;88.38;89.63;90.74;91.73;92.62;93.41
SSP4;BGD;28.07;33.00;38.15;43.38;48.54;53.53;58.26;62.66;66.71;70.38;73.70;76.67;79.32;81.68;83.77;85.62;87.26;88.71;90.00
SSP4;BLR;74.70;78.89;81.96;84.28;86.09;87.53;88.70;89.67;90.49;91.18;91.78;92.30;92.76;93.16;93.52;93.84;94.13;94.39;94.63
SSP4;BEL;97.41;97.55;97.68;97.80;97.92;98.03;98.13;98.23;98.33;98.41;98.50;98.58;98.65;98.73;98.79;98.86;98.92;98.98;99.03
SSP4;BEN;42.04;47.13;52.03;56.64;60.92;64.85;68.41;71.62;74.51;77.09;79.40;81.46;83.30;84.95;86.42;87.73;88.91;89.97;90.92
SSP4;BOL;66.55;69.88;72.85;75.50;77.86;79.96;81.83;83.49;84.98;86.32;87.51;88.59;89.56;90.44;91.23;91.95;92.60;93.19;93.73
SSP4;BIH;48.62;53.31;57.79;62.00;65.91;69.50;72.78;75.74;78.40;80.79;82.93;84.84;86.54;88.05;89.39;90.58;91.64;92.58;93.41
SSP4;BWA;61.13;65.05;68.75;72.20;75.39;78.30;80.94;83.31;85.43;87.32;88.99;90.45;91.74;92.86;93.84;94.69;95.43;96.07;96.62
SSP4;BRA;86.53;87.73;88.71;89.53;90.22;90.81;91.32;91.77;92.16;92.50;92.81;93.09;93.34;93.56;93.77;93.95;94.12;94.28;94.42
SSP4;BGR;71.46;75.77;79.11;81.73;83.84;85.56;86.98;88.18;89.19;90.07;90.82;91.49;92.07;92.59;93.05;93.46;93.84;94.18;94.49
SSP4;BFA;25.69;31.96;38.64;45.42;52.00;58.16;63.77;68.76;73.14;76.94;80.21;83.03;85.43;87.49;89.26;90.76;92.06;93.16;94.11
SSP4;BDI;11.00;13.76;17.03;20.82;25.12;29.86;34.94;40.25;45.63;50.96;56.11;60.98;65.51;69.66;73.42;76.78;79.77;82.41;84.73
SSP4;KHM;20.11;23.71;27.68;31.99;36.57;41.34;46.21;51.07;55.84;60.44;64.80;68.86;72.61;76.02;79.09;81.84;84.27;86.42;88.30
SSP4;CMR;58.40;62.26;66.03;69.68;73.15;76.41;79.42;82.18;84.66;86.88;88.84;90.54;92.03;93.30;94.39;95.31;96.09;96.75;97.30
SSP4;CAN;80.58;82.29;83.85;85.28;86.59;87.78;88.86;89.85;90.76;91.58;92.33;93.01;93.63;94.20;94.72;95.18;95.61;96.00;96.36
SSP4;CAF;38.94;43.38;47.77;52.06;56.18;60.09;63.75;67.15;70.29;73.16;75.79;78.17;80.34;82.29;84.05;85.64;87.08;88.37;89.53
SSP4;TCD;27.63;32.55;37.70;42.93;48.10;53.09;57.82;62.22;66.26;69.93;73.24;76.21;78.86;81.22;83.32;85.18;86.83;88.29;89.59
SSP4;CHL;89.00;90.24;91.35;92.34;93.23;94.02;94.73;95.35;95.91;96.40;96.83;97.22;97.55;97.85;98.11;98.35;98.55;98.73;98.88
SSP4;CHN;46.96;53.02;58.59;63.59;68.01;71.89;75.26;78.19;80.73;82.95;84.87;86.55;88.03;89.32;90.45;91.46;92.34;93.13;93.83
SSP4;COL;75.07;79.27;82.34;84.66;86.47;87.91;89.08;90.05;90.87;91.56;92.16;92.68;93.14;93.54;93.90;94.22;94.51;94.77;95.01
SSP4;COG;62.12;66.32;69.98;73.16;75.92;78.31;80.40;82.23;83.84;85.26;86.51;87.63;88.63;89.53;90.34;91.07;91.72;92.32;92.87
SSP4;CRI;64.42;68.98;72.76;75.91;78.54;80.76;82.65;84.27;85.66;86.88;87.94;88.88;89.72;90.46;91.12;91.72;92.26;92.75;93.20
SSP4;CIV;50.56;55.10;59.41;63.45;67.19;70.62;73.74;76.57;79.12;81.40;83.45;85.28;86.91;88.36;89.65;90.80;91.82;92.73;93.54
SSP4;HRV;57.74;60.98;63.82;66.29;68.44;70.34;72.00;73.46;74.76;75.92;76.95;77.87;78.70;79.45;80.13;80.75;81.32;81.83;82.30
SSP4;CUB;75.23;79.46;82.52;84.82;86.60;88.01;89.15;90.10;90.89;91.56;92.14;92.64;93.08;93.47;93.81;94.12;94.40;94.65;94.88
SSP4;CYP;70.32;72.34;74.17;75.83;77.33;78.70;79.94;81.08;82.13;83.08;83.96;84.77;85.53;86.22;86.87;87.47;88.02;88.55;89.03
SSP4;CZE;73.54;75.52;77.35;79.04;80.61;82.05;83.38;84.61;85.75;86.79;87.76;88.65;89.48;90.24;90.94;91.60;92.20;92.75;93.27
SSP4;PRK;60.22;63.61;66.96;70.24;73.41;76.43;79.26;81.89;84.30;86.47;88.41;90.13;91.64;92.94;94.07;95.03;95.84;96.54;97.12
SSP4;COD;35.22;40.26;45.31;50.23;54.94;59.37;63.47;67.23;70.65;73.73;76.50;78.98;81.20;83.18;84.95;86.52;87.93;89.18;90.30
SSP4;DNK;86.87;88.00;88.90;89.63;90.23;90.73;91.16;91.52;91.84;92.11;92.35;92.56;92.75;92.91;93.06;93.19;93.31;93.42;93.51
SSP4;DOM;69.18;72.55;75.46;77.96;80.13;82.01;83.66;85.10;86.38;87.51;88.52;89.42;90.23;90.95;91.61;92.21;92.75;93.25;93.70
SSP4;ECU;66.95;70.72;73.93;76.68;79.04;81.07;82.83;84.37;85.72;86.90;87.96;88.89;89.73;90.48;91.16;91.78;92.33;92.84;93.31
SSP4;EGY;43.40;48.25;52.91;57.29;61.37;65.11;68.52;71.61;74.39;76.89;79.14;81.16;82.97;84.59;86.05;87.36;88.53;89.59;90.55
SSP4;SLV;64.31;68.72;72.43;75.55;78.19;80.42;82.34;83.99;85.42;86.67;87.76;88.73;89.59;90.36;91.05;91.68;92.24;92.75;93.21
SSP4;ERI;21.58;25.87;30.49;35.32;40.22;45.07;49.76;54.21;58.37;62.20;65.71;68.89;71.77;74.36;76.70;78.80;80.69;82.40;83.93
SSP4;EST;69.49;71.23;72.87;74.41;75.87;77.24;78.53;79.74;80.87;81.94;82.95;83.89;84.78;85.62;86.40;87.14;87.84;88.50;89.11
SSP4;ETH;16.66;20.23;24.27;28.76;33.63;38.76;44.05;49.35;54.55;59.55;64.25;68.61;72.58;76.16;79.35;82.18;84.66;86.82;88.70
SSP4;FIN;85.09;86.23;87.28;88.24;89.13;89.94;90.68;91.37;92.00;92.58;93.12;93.62;94.07;94.50;94.89;95.25;95.59;95.90;96.18
SSP4;FRA;85.25;86.43;87.48;88.42;89.26;90.01;90.70;91.31;91.88;92.39;92.86;93.29;93.69;94.05;94.39;94.70;94.99;95.26;95.52
SSP4;GAB;86.03;87.68;88.76;89.50;90.04;90.44;90.74;90.97;91.15;91.29;91.41;91.49;91.57;91.62;91.67;91.71;91.74;91.76;91.78
SSP4;GMB;58.15;61.89;65.61;69.25;72.75;76.08;79.19;82.05;84.64;86.96;89.00;90.77;92.31;93.61;94.72;95.65;96.42;97.07;97.60
SSP4;GEO;52.75;56.82;60.76;64.53;68.09;71.42;74.51;77.34;79.93;82.27;84.38;86.27;87.96;89.46;90.78;91.95;92.98;93.89;94.68
SSP4;DEU;73.85;75.82;77.65;79.34;80.90;82.35;83.69;84.92;86.06;87.11;88.08;88.97;89.80;90.56;91.26;91.91;92.51;93.06;93.58
SSP4;GHA;51.47;56.12;60.48;64.52;68.21;71.57;74.59;77.31;79.75;81.92;83.86;85.59;87.12;88.49;89.72;90.80;91.77;92.64;93.41
SSP4;GRC;61.41;64.25;66.81;69.12;71.19;73.06;74.75;76.28;77.67;78.93;80.07;81.12;82.08;82.97;83.78;84.53;85.22;85.87;86.46
SSP4;GTM;49.46;53.76;57.94;61.94;65.73;69.26;72.54;75.55;78.29;80.78;83.02;85.02;86.81;88.40;89.82;91.07;92.17;93.15;94.00
SSP4;GIN;35.36;40.11;44.87;49.54;54.05;58.32;62.32;66.01;69.41;72.50;75.30;77.83;80.11;82.15;83.99;85.63;87.11;88.43;89.61
SSP4;GNB;30.00;34.66;39.51;44.44;49.33;54.10;58.65;62.95;66.93;70.60;73.93;76.94;79.64;82.05;84.20;86.10;87.78;89.27;90.58
SSP4;HTI;52.09;60.31;66.76;71.75;75.63;78.69;81.14;83.14;84.79;86.17;87.34;88.34;89.21;89.96;90.63;91.22;91.74;92.21;92.63
SSP4;HND;51.60;56.07;60.27;64.18;67.78;71.07;74.06;76.75;79.18;81.36;83.31;85.06;86.62;88.02;89.27;90.39;91.39;92.28;93.08
SSP4;HUN;68.10;69.81;71.45;73.00;74.48;75.89;77.22;78.48;79.67;80.80;81.87;82.88;83.84;84.74;85.59;86.39;87.15;87.87;88.54
SSP4;IND;30.01;34.67;39.52;44.44;49.34;54.10;58.66;62.95;66.94;70.60;73.94;76.94;79.65;82.06;84.20;86.11;87.79;89.28;90.59
SSP4;IDN;44.28;49.29;54.01;58.39;62.39;66.01;69.27;72.19;74.80;77.13;79.21;81.08;82.75;84.24;85.59;86.80;87.89;88.88;89.77
SSP4;IRN;70.75;75.65;79.28;82.05;84.21;85.93;87.34;88.50;89.47;90.30;91.02;91.64;92.18;92.66;93.08;93.46;93.81;94.12;94.40
